id_reserva;cancelado;antelacion_reserva;noches_finde;noches_semana;adultos;niños;bebes;regimen_pension;pais;segmento;canal;vuelve;tipo_hab_reservada;tipo_hab_asignada;tipo_deposito;adr;parking;estado_reserva;fecha
14869;0;21;1;3;2;0;0;BB;GBR;Online TA;TA/TO;0;A;A;No Deposit;54;1;Check-Out;08/02/2016
14870;0;21;1;3;1;0;0;BB;GBR;Online TA;TA/TO;0;A;A;No Deposit;48;0;Check-Out;08/02/2016
14871;0;21;1;3;2;0;0;BB;GBR;Online TA;TA/TO;0;A;A;No Deposit;48;0;Check-Out;08/02/2016
16891;0;0;1;4;2;0;0;BB;USA;Online TA;TA/TO;0;A;A;No Deposit;39;0;Check-Out;08/02/2016
16892;0;21;1;3;2;0;0;BB;GBR;Online TA;TA/TO;0;A;A;No Deposit;48;0;Check-Out;08/02/2016
410;1;238;0;3;1;0;0;BB;PRT;Groups;TA/TO;0;D;D;Non Refund;89;0;Canceled;09/02/2016
411;1;238;0;3;1;0;0;BB;PRT;Groups;TA/TO;0;D;D;Non Refund;89;0;Canceled;09/02/2016
412;1;238;0;3;1;0;0;BB;PRT;Groups;TA/TO;0;D;D;Non Refund;89;0;Canceled;09/02/2016
413;1;211;0;3;1;0;0;BB;PRT;Groups;TA/TO;0;D;D;Non Refund;89;0;Canceled;09/02/2016
1077;0;4;1;0;1;0;0;BB;PRT;Corporate;Corporate;0;A;A;No Deposit;30;0;Check-Out;09/02/2016
2210;0;172;8;20;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;A;A;No Deposit;25.92;0;Check-Out;09/02/2016
2419;1;238;0;3;1;0;0;BB;PRT;Groups;TA/TO;0;D;D;Non Refund;89;0;Canceled;09/02/2016
2420;1;238;0;3;1;0;0;BB;PRT;Groups;TA/TO;0;D;D;Non Refund;89;0;Canceled;09/02/2016
2892;0;82;2;0;2;1;0;Undefined;PRT;Groups;TA/TO;1;A;C;No Deposit;86;0;Check-Out;09/02/2016
3014;0;52;2;1;2;0;0;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;48;0;Check-Out;09/02/2016
3015;0;1;2;1;2;0;0;BB;PRT;Direct;Direct;0;A;A;No Deposit;45;0;Check-Out;09/02/2016
3016;0;10;1;0;2;0;0;BB;GBR;Online TA;TA/TO;0;A;D;No Deposit;48;0;Check-Out;09/02/2016
3017;0;72;2;1;2;1;0;Undefined;PRT;Groups;Direct;0;D;D;No Deposit;91.67;0;Check-Out;09/02/2016
3018;0;2;2;0;2;0;0;HB;ESP;Offline TA/TO;TA/TO;0;D;D;No Deposit;63;0;Check-Out;09/02/2016
4175;1;30;0;1;1;0;0;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;39;0;Canceled;09/02/2016
4240;1;109;2;5;1;1;0;BB;PRT;Offline TA/TO;TA/TO;0;D;D;No Deposit;72.5;0;Canceled;09/02/2016
4341;1;219;2;5;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;91.55;0;Canceled;09/02/2016
4350;1;211;0;3;1;0;0;BB;PRT;Groups;TA/TO;0;D;D;Non Refund;89;0;Canceled;09/02/2016
4351;1;211;0;3;1;0;0;BB;PRT;Groups;TA/TO;0;D;D;Non Refund;89;0;Canceled;09/02/2016
4352;1;238;0;3;1;0;0;BB;PRT;Groups;TA/TO;0;D;D;Non Refund;89;0;Canceled;09/02/2016
4957;0;38;2;5;2;0;0;BB;IRL;Online TA;TA/TO;0;D;D;No Deposit;47.83;0;Check-Out;09/02/2016
4958;0;72;2;1;1;0;0;Undefined;PRT;Groups;Direct;0;D;D;No Deposit;56.67;0;Check-Out;09/02/2016
4959;0;72;2;1;1;0;0;Undefined;PRT;Groups;Direct;0;D;E;No Deposit;56.67;0;Check-Out;09/02/2016
4960;0;7;1;0;1;0;0;BB;PRT;Online TA;TA/TO;0;A;D;No Deposit;39;1;Check-Out;09/02/2016
6199;1;125;2;5;2;0;0;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;94.86;0;Canceled;09/02/2016
6207;1;155;2;5;2;0;0;BB;PRT;Online TA;TA/TO;0;E;E;No Deposit;136;0;Canceled;09/02/2016
6269;1;211;0;3;1;0;0;BB;PRT;Groups;TA/TO;0;D;D;Non Refund;89;0;Canceled;09/02/2016
6575;0;72;2;1;2;1;0;Undefined;NULL;Direct;Direct;0;D;F;No Deposit;39.67;0;Check-Out;09/02/2016
6907;0;6;2;2;2;0;0;BB;PRT;Direct;Direct;0;A;D;No Deposit;45;0;Check-Out;09/02/2016
6908;0;72;2;1;2;0;0;Undefined;PRT;Groups;Direct;0;D;D;No Deposit;73.33;0;Check-Out;09/02/2016
6909;0;0;1;0;2;0;0;BB;NULL;Direct;Direct;0;E;E;No Deposit;65;0;Check-Out;09/02/2016
6910;0;1;2;1;2;0;0;BB;PRT;Online TA;TA/TO;0;D;D;No Deposit;52.4;1;Check-Out;09/02/2016
6911;0;24;2;0;2;0;0;BB;PRT;Online TA;TA/TO;0;A;D;No Deposit;64;1;Check-Out;09/02/2016
8072;0;88;2;2;2;0;0;BB;ESP;Offline TA/TO;TA/TO;0;A;D;No Deposit;26;0;Check-Out;09/02/2016
8296;1;211;0;3;1;0;0;BB;PRT;Groups;TA/TO;0;D;D;Non Refund;89;0;Canceled;09/02/2016
8297;1;211;0;3;1;0;0;BB;PRT;Groups;TA/TO;0;D;D;Non Refund;89;0;Canceled;09/02/2016
8298;1;211;0;3;1;0;0;BB;PRT;Groups;TA/TO;0;D;D;Non Refund;89;0;Canceled;09/02/2016
8299;1;238;0;3;1;0;0;BB;PRT;Groups;TA/TO;0;D;D;Non Refund;89;0;Canceled;09/02/2016
8300;1;238;0;3;1;0;0;BB;PRT;Groups;TA/TO;0;D;D;Non Refund;89;0;Canceled;09/02/2016
8821;0;82;2;0;2;0;0;Undefined;PRT;Groups;TA/TO;1;A;A;No Deposit;72;0;Check-Out;09/02/2016
10341;1;219;2;5;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;91.55;0;Canceled;09/02/2016
10353;1;211;0;3;1;0;0;BB;PRT;Groups;TA/TO;0;D;D;Non Refund;89;0;Canceled;09/02/2016
10876;0;82;2;0;2;0;0;Undefined;PRT;Groups;TA/TO;1;A;A;No Deposit;72;0;Check-Out;09/02/2016
10991;0;72;2;1;2;0;0;Undefined;PRT;Groups;Direct;0;D;D;No Deposit;73.33;0;Check-Out;09/02/2016
10992;0;11;2;1;2;0;1;HB;PRT;Online TA;TA/TO;0;A;A;No Deposit;88;0;Check-Out;09/02/2016
10993;0;2;2;0;1;1;0;BB;PRT;Direct;Direct;0;A;A;No Deposit;55;1;Check-Out;09/02/2016
12103;1;30;0;1;1;0;0;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;39;0;Canceled;09/02/2016
12294;1;238;0;3;1;0;0;BB;PRT;Groups;TA/TO;0;D;D;Non Refund;89;0;Canceled;09/02/2016
12295;1;238;0;3;1;0;0;BB;PRT;Groups;TA/TO;0;D;D;Non Refund;89;0;Canceled;09/02/2016
12570;0;2;2;1;2;1;0;BB;PRT;Online TA;TA/TO;0;A;C;No Deposit;63;0;Check-Out;09/02/2016
12889;0;72;2;1;2;0;0;Undefined;PRT;Groups;Direct;0;D;D;No Deposit;73.33;0;Check-Out;09/02/2016
12890;0;0;1;0;2;0;0;BB;ESP;Direct;Direct;0;A;A;No Deposit;55;0;Check-Out;09/02/2016
12891;0;23;2;1;2;1;0;HB;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;68.75;0;Check-Out;09/02/2016
14170;1;117;1;4;2;0;0;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;71.2;0;Canceled;09/02/2016
14242;1;238;0;3;1;0;0;BB;PRT;Groups;TA/TO;0;D;D;Non Refund;89;0;Canceled;09/02/2016
14739;0;82;2;0;2;0;0;Undefined;PRT;Groups;TA/TO;1;A;A;No Deposit;72;0;Check-Out;09/02/2016
14872;0;72;2;1;2;0;0;Undefined;PRT;Groups;Direct;0;D;D;No Deposit;73.33;0;Check-Out;09/02/2016
14873;0;72;2;1;2;0;0;Undefined;PRT;Groups;Direct;0;D;D;No Deposit;73.33;0;Check-Out;09/02/2016
14874;0;1;2;0;2;2;0;BB;PRT;Direct;Direct;0;H;H;No Deposit;98;1;Check-Out;09/02/2016
14875;0;21;2;2;2;0;0;BB;PRT;Direct;Direct;0;A;A;No Deposit;35;0;Check-Out;09/02/2016
16221;1;238;0;3;1;0;0;BB;PRT;Groups;TA/TO;0;D;D;Non Refund;89;0;Canceled;09/02/2016
16779;0;82;2;0;2;0;0;Undefined;PRT;Groups;TA/TO;1;A;A;No Deposit;72;0;Check-Out;09/02/2016
16893;0;72;2;1;2;0;0;Undefined;PRT;Groups;Direct;0;D;E;No Deposit;73.33;0;Check-Out;09/02/2016
16894;0;1;2;3;2;0;0;BB;PRT;Online TA;TA/TO;0;A;D;No Deposit;48;0;Check-Out;09/02/2016
18219;1;163;2;5;3;0;0;BB;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;115;0;Canceled;09/02/2016
18264;1;211;0;3;1;0;0;BB;PRT;Groups;TA/TO;0;D;D;Non Refund;89;0;Canceled;09/02/2016
18265;1;238;0;3;1;0;0;BB;PRT;Groups;TA/TO;0;D;D;Non Refund;89;0;Canceled;09/02/2016
18266;1;238;0;3;1;0;0;BB;PRT;Groups;TA/TO;0;D;D;Non Refund;89;0;Canceled;09/02/2016
18267;1;211;0;3;1;0;0;BB;PRT;Groups;TA/TO;0;D;D;Non Refund;89;0;Canceled;09/02/2016
18268;1;211;0;3;1;0;0;BB;PRT;Groups;TA/TO;0;D;D;Non Refund;89;0;Canceled;09/02/2016
18905;0;7;1;0;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;26;0;Check-Out;09/02/2016
18906;0;72;2;1;2;0;0;Undefined;PRT;Groups;Direct;0;D;D;No Deposit;76.33;1;Check-Out;09/02/2016
18907;0;6;2;0;3;2;0;BB;PRT;Online TA;TA/TO;0;H;H;No Deposit;123;0;Check-Out;09/02/2016
18908;0;21;2;1;2;0;0;BB;PRT;Direct;Direct;0;A;A;No Deposit;35;0;Check-Out;09/02/2016
1078;0;3;2;1;2;1;0;BB;PRT;Direct;Direct;0;G;G;No Deposit;91;0;Check-Out;10/02/2016
1079;0;17;2;4;2;0;0;BB;DEU;Offline TA/TO;TA/TO;0;A;A;No Deposit;29;0;Check-Out;10/02/2016
2330;1;237;2;5;2;0;0;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;66.34;0;Canceled;10/02/2016
3019;0;0;0;1;2;0;0;BB;GBR;Online TA;TA/TO;0;A;D;No Deposit;58;0;Check-Out;10/02/2016
6085;1;112;0;2;2;0;0;FB;PRT;Groups;TA/TO;0;A;A;No Deposit;68;0;Canceled;10/02/2016
8953;0;3;2;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;29;0;Check-Out;10/02/2016
10138;1;112;0;2;2;0;0;FB;PRT;Groups;TA/TO;0;A;A;No Deposit;68;0;Canceled;10/02/2016
10994;0;22;2;3;2;0;0;HB;ESP;Offline TA/TO;TA/TO;0;A;A;No Deposit;55;0;Check-Out;10/02/2016
10995;0;1;2;1;2;0;0;BB;BEL;Offline TA/TO;TA/TO;0;A;A;No Deposit;29;0;Check-Out;10/02/2016
12090;1;112;0;2;2;0;0;FB;PRT;Groups;TA/TO;0;A;A;No Deposit;68;0;Canceled;10/02/2016
12097;1;11;2;4;3;1;0;HB;PRT;Online TA;TA/TO;0;H;H;No Deposit;151;0;Canceled;10/02/2016
12892;0;70;2;5;2;0;0;BB;DEU;Offline TA/TO;TA/TO;0;A;G;No Deposit;51.71;0;Check-Out;10/02/2016
12893;0;2;2;5;1;0;0;BB;GBR;Online TA;TA/TO;0;D;D;No Deposit;49;0;Check-Out;10/02/2016
16054;1;32;0;1;2;0;0;BB;PRT;Direct;Direct;0;F;F;No Deposit;78;0;Canceled;10/02/2016
16895;0;0;1;1;3;0;0;BB;DEU;Offline TA/TO;TA/TO;0;A;C;No Deposit;41.18;0;Check-Out;10/02/2016
18075;0;94;2;2;2;0;0;BB;IRL;Offline TA/TO;TA/TO;0;A;A;No Deposit;28.1;0;Check-Out;10/02/2016
18086;1;78;0;3;2;1;0;BB;PRT;Online TA;TA/TO;0;E;E;No Deposit;61.2;0;Canceled;10/02/2016
18909;0;2;2;3;2;0;0;BB;GBR;Online TA;TA/TO;0;A;A;No Deposit;58;0;Check-Out;10/02/2016
209;0;103;0;2;2;0;0;HB;FRA;Groups;TA/TO;0;A;A;No Deposit;50;0;Check-Out;11/02/2016
210;0;103;0;2;2;0;0;HB;FRA;Groups;TA/TO;0;A;A;No Deposit;50;0;Check-Out;11/02/2016
720;0;0;0;1;1;0;0;BB;PRT;Corporate;Corporate;0;A;E;No Deposit;27;1;Check-Out;11/02/2016
1080;0;0;0;1;1;0;0;BB;ESP;Online TA;TA/TO;0;A;D;No Deposit;53;1;Check-Out;11/02/2016
3021;0;0;0;1;2;0;0;BB;FRA;Direct;Direct;0;A;D;No Deposit;55;0;Check-Out;11/02/2016
4158;0;103;0;2;2;0;0;HB;FRA;Groups;TA/TO;0;A;A;No Deposit;52;0;Check-Out;11/02/2016
6142;1;95;4;10;2;0;0;BB;PRT;Groups;TA/TO;0;A;A;No Deposit;47;0;Canceled;11/02/2016
6913;0;6;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;A;D;No Deposit;34.4;0;Check-Out;11/02/2016
6915;0;20;2;5;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;A;A;No Deposit;30.43;0;Check-Out;11/02/2016
10132;1;27;0;3;3;1;0;BB;PRT;Online TA;TA/TO;0;H;H;No Deposit;118;0;No-Show;11/02/2016
10996;0;0;0;1;2;0;0;BB;PRT;Online TA;TA/TO;0;A;D;No Deposit;58;0;Check-Out;11/02/2016
12085;0;103;0;2;2;0;0;HB;FRA;Groups;TA/TO;0;A;A;No Deposit;50;0;Check-Out;11/02/2016
12086;0;103;0;2;2;0;0;HB;PRT;Groups;TA/TO;0;A;A;No Deposit;50;0;Check-Out;11/02/2016
12157;1;95;4;10;2;0;0;BB;PRT;Groups;TA/TO;0;A;A;No Deposit;47;0;Canceled;11/02/2016
12894;0;57;2;2;2;0;0;BB;GBR;Online TA;TA/TO;0;E;E;No Deposit;54.4;1;Check-Out;11/02/2016
14876;0;0;0;1;2;0;0;BB;IRL;Offline TA/TO;TA/TO;1;A;A;No Deposit;29;0;Check-Out;11/02/2016
16896;0;92;10;25;1;0;0;HB;GBR;Offline TA/TO;TA/TO;0;A;A;No Deposit;36.93;0;Check-Out;11/02/2016
18773;0;0;0;1;1;0;0;BB;PRT;Corporate;Corporate;1;A;D;No Deposit;30;0;Check-Out;11/02/2016
18776;0;4;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;1;A;D;No Deposit;30;0;Check-Out;11/02/2016
18910;0;7;0;2;1;0;0;HB;FRA;Groups;TA/TO;0;A;A;No Deposit;37;0;Check-Out;11/02/2016
18911;0;27;2;2;2;0;0;BB;GBR;Online TA;TA/TO;0;D;D;No Deposit;45.6;0;Check-Out;11/02/2016
287;1;108;2;2;2;0;0;HB;PRT;Groups;TA/TO;0;A;A;Non Refund;84;0;Canceled;12/02/2016
301;1;117;2;5;2;0;1;BB;PRT;Online TA;TA/TO;0;D;D;No Deposit;73;0;Canceled;12/02/2016
738;0;0;0;1;2;0;0;BB;NULL;Direct;Direct;0;A;E;No Deposit;55;0;Check-Out;12/02/2016
1082;0;50;2;4;2;0;0;HB;PRT;Direct;Direct;0;A;A;No Deposit;68.17;1;Check-Out;12/02/2016
2348;1;128;3;5;2;0;0;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;103.75;0;Canceled;12/02/2016
2884;0;1;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;1;A;D;No Deposit;25;1;Check-Out;12/02/2016
2916;0;15;0;1;1;0;0;BB;PRT;Online TA;TA/TO;1;A;D;No Deposit;49;0;Check-Out;12/02/2016
6206;1;128;3;5;2;0;0;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;115.75;0;Canceled;12/02/2016
6899;0;0;0;3;2;0;0;BB;PRT;Corporate;Corporate;1;A;A;No Deposit;39;0;Check-Out;12/02/2016
6912;0;26;0;3;2;0;0;BB;PRT;Direct;Direct;0;A;A;No Deposit;35;0;Check-Out;12/02/2016
6916;0;0;0;1;1;0;0;BB;PRT;Direct;Direct;0;A;D;No Deposit;50;0;Check-Out;12/02/2016
8155;1;108;2;5;2;0;0;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;58;0;Canceled;12/02/2016
8629;0;8;0;1;2;0;0;BB;NULL;Offline TA/TO;TA/TO;0;A;D;No Deposit;30;0;Check-Out;12/02/2016
10213;1;108;2;2;2;0;0;HB;PRT;Groups;TA/TO;0;A;A;Non Refund;84;0;Canceled;12/02/2016
10350;1;235;3;8;2;0;0;BB;PRT;Online TA;TA/TO;0;D;D;No Deposit;90;0;Canceled;12/02/2016
10997;0;2;0;2;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;25;0;Check-Out;12/02/2016
12084;0;152;1;3;2;0;0;BB;IRL;Online TA;TA/TO;0;D;G;No Deposit;67.88;1;Check-Out;12/02/2016
12162;1;108;2;2;2;0;0;HB;PRT;Groups;TA/TO;0;A;A;Non Refund;84;0;Canceled;12/02/2016
12189;1;117;2;5;2;0;1;BB;PRT;Online TA;TA/TO;0;D;D;No Deposit;73;0;Canceled;12/02/2016
12895;0;84;0;1;2;0;0;BB;ESP;Online TA;TA/TO;0;A;D;No Deposit;49.2;0;Check-Out;12/02/2016
12896;0;0;0;1;2;0;0;BB;FRA;Direct;Direct;0;A;D;No Deposit;55;0;Check-Out;12/02/2016
14068;1;50;0;4;2;0;0;BB;PRT;Online TA;TA/TO;0;E;E;No Deposit;87.75;0;Canceled;12/02/2016
14069;1;50;0;4;2;0;0;BB;PRT;Online TA;TA/TO;0;E;E;No Deposit;87.75;0;Canceled;12/02/2016
14122;1;108;2;2;2;0;0;HB;PRT;Groups;TA/TO;0;A;A;Non Refund;84;0;Canceled;12/02/2016
14175;1;250;1;3;2;0;0;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;72;0;Canceled;12/02/2016
16044;0;117;1;3;2;0;0;BB;IRL;Online TA;TA/TO;0;D;D;No Deposit;43.4;0;Check-Out;12/02/2016
16045;0;103;0;2;2;0;0;BB;NLD;Online TA;TA/TO;0;E;E;No Deposit;61.2;1;Check-Out;12/02/2016
16108;1;108;2;2;2;0;0;HB;PRT;Groups;TA/TO;0;A;A;Non Refund;84;0;Canceled;12/02/2016
16109;1;108;2;2;2;0;0;HB;PRT;Groups;TA/TO;0;A;A;Non Refund;84;0;Canceled;12/02/2016
16166;1;178;2;5;2;0;1;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;81;0;Canceled;12/02/2016
16898;0;22;2;8;2;0;0;BB;IRL;Online TA;TA/TO;0;E;E;No Deposit;43.2;0;Check-Out;12/02/2016
18137;1;108;2;2;2;0;0;HB;PRT;Groups;TA/TO;0;A;A;Non Refund;84;0;Canceled;12/02/2016
18148;1;108;2;5;2;0;0;BB;PRT;Online TA;TA/TO;0;E;E;No Deposit;88;0;Canceled;12/02/2016
18150;1;92;4;5;2;0;0;BB;PRT;Direct;Direct;0;E;E;No Deposit;74.7;0;Canceled;12/02/2016
18912;0;0;0;1;1;0;0;BB;PRT;Direct;Direct;0;A;D;No Deposit;45;0;Check-Out;12/02/2016
1083;0;2;0;2;2;0;0;BB;ESP;Direct;Direct;0;G;G;No Deposit;106;1;Check-Out;13/02/2016
2223;1;0;0;1;2;1;0;BB;PRT;Direct;Direct;0;G;G;No Deposit;107;0;Canceled;13/02/2016
3022;0;17;2;5;2;0;0;BB;DEU;Online TA;TA/TO;0;E;E;No Deposit;84;1;Check-Out;13/02/2016
4169;1;4;1;0;2;0;0;BB;PRT;Direct;Direct;0;A;D;No Deposit;55;0;Canceled;13/02/2016
4184;1;185;2;5;1;0;0;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;37.8;0;Canceled;13/02/2016
4962;0;2;0;2;2;0;0;BB;PRT;Direct;Direct;0;A;D;No Deposit;55;1;Check-Out;13/02/2016
4963;0;8;0;1;2;0;0;BB;PRT;Direct;Direct;0;D;D;No Deposit;53;0;Check-Out;13/02/2016
6917;0;0;0;1;2;0;0;BB;PRT;Direct;Direct;0;A;A;No Deposit;50;0;Check-Out;13/02/2016
10141;1;1;0;1;2;0;0;BB;PRT;Direct;Direct;0;A;E;No Deposit;75;0;Canceled;13/02/2016
12897;0;32;0;1;2;0;0;HB;PRT;Complementary;Direct;0;A;D;No Deposit;56;1;Check-Out;13/02/2016
14042;0;211;2;6;2;0;0;HB;GBR;Offline TA/TO;TA/TO;0;E;E;No Deposit;72.55;0;Check-Out;13/02/2016
16899;0;19;4;10;2;0;0;BB;FRA;Online TA;TA/TO;0;E;E;No Deposit;41.04;0;Check-Out;13/02/2016
16900;0;0;0;1;2;0;0;BB;USA;Online TA;TA/TO;0;A;E;No Deposit;58;0;Check-Out;13/02/2016
18235;1;179;0;4;2;0;0;BB;PRT;Online TA;TA/TO;0;G;G;No Deposit;240;0;Canceled;13/02/2016
214;0;112;0;2;3;0;0;Undefined;ESP;Groups;TA/TO;0;A;C;No Deposit;94.5;0;Check-Out;14/02/2016
1084;0;1;0;1;2;0;0;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;65;0;Check-Out;14/02/2016
1085;0;24;0;2;2;0;0;BB;PRT;Direct;Direct;0;A;D;No Deposit;59;1;Check-Out;14/02/2016
1086;0;7;0;2;2;0;0;BB;PRT;Direct;Direct;0;E;E;No Deposit;64;1;Check-Out;14/02/2016
3023;0;4;0;1;2;0;0;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;58;0;Check-Out;14/02/2016
3024;0;144;8;20;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;A;A;No Deposit;24.8;0;Check-Out;14/02/2016
3025;0;0;0;2;2;0;0;BB;ESP;Online TA;TA/TO;0;A;A;No Deposit;47.36;0;Check-Out;14/02/2016
3027;0;10;0;1;2;0;0;HB;ESP;Offline TA/TO;TA/TO;0;A;A;No Deposit;55;0;Check-Out;14/02/2016
4163;0;112;0;2;2;0;0;Undefined;ESP;Groups;TA/TO;0;A;A;No Deposit;70;0;Check-Out;14/02/2016
4166;0;112;0;2;2;0;0;Undefined;ESP;Groups;TA/TO;0;A;A;No Deposit;70;0;Check-Out;14/02/2016
4168;1;3;1;0;2;0;0;BB;PRT;Direct;Direct;0;A;D;No Deposit;75;0;No-Show;14/02/2016
4964;0;4;0;1;2;0;0;BB;PRT;Online TA;TA/TO;0;A;E;No Deposit;68;0;Check-Out;14/02/2016
4965;0;7;0;2;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;D;D;No Deposit;37;0;Check-Out;14/02/2016
4966;0;9;0;1;2;0;0;BB;PRT;Complementary;Direct;0;A;E;No Deposit;0;0;Check-Out;14/02/2016
4967;0;7;0;2;2;0;0;BB;ESP;Offline TA/TO;TA/TO;0;A;D;No Deposit;29;0;Check-Out;14/02/2016
4968;0;4;0;1;2;0;0;BB;PRT;Direct;Direct;0;A;C;No Deposit;55;0;Check-Out;14/02/2016
4969;0;0;0;1;2;0;0;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;77;0;Check-Out;14/02/2016
4970;0;0;0;2;2;0;0;BB;PRT;Direct;Direct;0;A;A;No Deposit;58.5;0;Check-Out;14/02/2016
6084;0;112;0;2;2;0;0;Undefined;ESP;Groups;TA/TO;0;A;A;No Deposit;70;0;Check-Out;14/02/2016
6918;0;11;0;2;2;0;0;BB;PRT;Online TA;TA/TO;0;E;F;No Deposit;74;1;Check-Out;14/02/2016
6919;0;3;0;1;2;0;1;HB;ESP;Online TA;TA/TO;0;F;F;No Deposit;73.92;1;Check-Out;14/02/2016
6920;0;1;0;2;2;2;0;HB;ESP;Online TA;TA/TO;0;G;G;No Deposit;160.5;1;Check-Out;14/02/2016
6921;0;12;0;1;2;0;0;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;58;0;Check-Out;14/02/2016
6922;0;1;0;1;2;0;0;BB;PRT;Direct;Direct;0;A;A;No Deposit;75;0;Check-Out;14/02/2016
8082;0;112;0;2;2;0;0;Undefined;ESP;Groups;TA/TO;0;A;A;No Deposit;70;0;Check-Out;14/02/2016
8955;0;10;0;1;2;0;0;BB;PRT;Online TA;TA/TO;0;D;D;No Deposit;67.5;0;Check-Out;14/02/2016
8956;0;31;0;2;2;0;0;BB;PRT;Direct;Direct;0;A;D;No Deposit;48;0;Check-Out;14/02/2016
8957;0;3;0;1;2;0;0;BB;PRT;Direct;Direct;0;D;D;No Deposit;78;0;Check-Out;14/02/2016
10136;0;112;0;2;2;0;0;Undefined;ESP;Groups;TA/TO;0;A;A;No Deposit;70;0;Check-Out;14/02/2016
11000;0;0;0;1;1;0;0;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;66;1;Check-Out;14/02/2016
11002;0;13;0;2;2;0;0;FB;PRT;Offline TA/TO;TA/TO;0;A;D;No Deposit;75;0;Check-Out;14/02/2016
11003;0;8;0;1;2;0;0;HB;PRT;Direct;Direct;0;A;A;No Deposit;75;0;Check-Out;14/02/2016
11004;0;10;0;2;2;0;0;BB;PRT;Online TA;TA/TO;0;A;D;No Deposit;64;1;Check-Out;14/02/2016
12851;0;0;0;1;2;0;0;BB;PRT;Direct;Direct;1;A;A;No Deposit;65;0;Check-Out;14/02/2016
12898;0;1;0;2;2;0;0;Undefined;ESP;Groups;TA/TO;0;A;A;No Deposit;70;0;Check-Out;14/02/2016
12900;0;39;0;1;2;0;0;BB;ESP;Online TA;TA/TO;0;A;A;No Deposit;58;0;Check-Out;14/02/2016
14046;0;112;0;2;2;0;0;Undefined;ESP;Groups;TA/TO;0;A;A;No Deposit;70;0;Check-Out;14/02/2016
14048;0;112;0;2;2;0;0;Undefined;ESP;Groups;TA/TO;0;A;A;No Deposit;70;0;Check-Out;14/02/2016
14836;0;18;0;2;2;0;0;BB;GBR;Online TA;TA/TO;1;G;G;No Deposit;0;0;Check-Out;14/02/2016
14878;0;14;0;2;2;0;0;FB;ESP;Direct;Direct;0;F;F;No Deposit;124;1;Check-Out;14/02/2016
14879;0;0;0;1;2;0;0;BB;PRT;Online TA;TA/TO;0;E;E;No Deposit;85;0;Check-Out;14/02/2016
16901;0;7;0;2;2;0;0;HB;ESP;Offline TA/TO;TA/TO;0;D;D;No Deposit;63;0;Check-Out;14/02/2016
16902;0;18;0;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;A;D;No Deposit;29;0;Check-Out;14/02/2016
16903;0;0;0;1;2;0;0;HB;ESP;Online TA;TA/TO;0;E;E;No Deposit;117;0;Check-Out;14/02/2016
16904;0;27;0;2;2;0;0;BB;PRT;Direct;Direct;0;A;D;No Deposit;53;0;Check-Out;14/02/2016
16905;0;2;0;2;2;0;0;HB;PRT;Direct;Direct;0;D;D;No Deposit;95;0;Check-Out;14/02/2016
16906;0;16;0;2;2;0;0;BB;ESP;Direct;Direct;0;D;D;No Deposit;67.5;0;Check-Out;14/02/2016
16907;0;1;0;1;2;0;0;BB;ESP;Online TA;TA/TO;0;A;E;No Deposit;65;0;Check-Out;14/02/2016
16908;0;0;0;1;2;0;0;BB;PRT;Direct;Direct;0;A;A;No Deposit;75;0;Check-Out;14/02/2016
16909;0;0;0;2;2;0;0;HB;PRT;Direct;Direct;0;D;E;No Deposit;97.5;0;Check-Out;14/02/2016
